"elderly_id","name","age","zipcode","city","state","needs"
757,"Cooley, Jordan",66,32046,"Hilliard","FL","Respite care (for family caregivers), Travel companionship"
758,"Simmons, Michaela",78,95009,"Campbell","CA","Volunteer coordination"
759,"Mitchell, Almiranda",73,93003,"Ventura","CA","Playing games (cards, board games), Accessibility modifications (home), Companionship (social activities), Companionship (social activities), Transportation to appointments, Errands (post office, dry cleaning), Grocery shopping"
760,"Toledano, Melissa",89,14816,"Breesport","NY","Transportation to appointments, Transportation to appointments, Errands (post office, dry cleaning), Pet care, Legal assistance referrals, Grocery shopping"
761,"Greenwood, Joshua",91,39741,"Cedarbluff","MS","Senior center activities, Gardening, Legal assistance referrals, Accessibility modifications (home), Mental wellness support (non-clinical), Reading aloud (books, newspapers)"
762,"Fisher, Aric",73,52309,"Monmouth","IA","Respite care (for family caregivers), Senior center activities, Playing games (cards, board games), Tech support (computers, phones), Reading aloud (books, newspapers)"
763,"Phelps, Malcolm",76,97467,"Reedsport","OR","Personal care (dressing, bathing - non-medical), Legal assistance referrals, Assistive technology training, Home maintenance (minor repairs), Social event planning, Gardening, Pet care, Cooking meals, Senior center activities"
764,"Holder, Manuel",84,47129,"Clarksville","IN","Transportation to appointments, Medication reminders (non-medical), Transportation to appointments, Grocery shopping, Walking/exercise assistance, Reading aloud (books, newspapers), Transportation to appointments"
765,"Young, Charese",94,15015,"Bradfordwoods","PA","Legal assistance referrals, Legal assistance referrals, Music and entertainment, Walking/exercise assistance, Medication reminders (non-medical)"
766,"el-Salik, Haneef",95,91423,"Sherman Oaks","CA","Travel companionship, Assistive technology training, Personal care (dressing, bathing - non-medical), Mental wellness support (non-clinical)"
767,"Martinez, Shania",81,69334,"Bayard","NE","Errands (post office, dry cleaning), Arts and crafts activities, Walking/exercise assistance, Travel companionship, Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Fall prevention assistance, Tech support (computers, phones), Travel companionship, Senior center activities"
768,"Lofton, Jaspar",87,4627,"Deer Isle","ME","Cooking meals, Tech support (computers, phones), Pet care, Tech support (computers, phones)"
769,"Perletz, Bo",79,44281,"Wadsworth","OH","Cooking meals, Music and entertainment, Gardening, Home safety assessments, Errands (post office, dry cleaning), Pet care, Companionship (social activities), Tech support (computers, phones), Errands (post office, dry cleaning), Gardening"
770,"Kim, Sourob",88,67659,"Penokee","KS","Grocery shopping"
771,"Arbogast, Samantha",80,5824,"Concord","VT","Gardening, Reading aloud (books, newspapers), Accessibility modifications (home)"
772,"Bassett, Matthew",85,87103,"Albuquerque","NM","Pet care, Music and entertainment, Walking/exercise assistance, Legal assistance referrals, Mental wellness support (non-clinical), Respite care (for family caregivers), Transportation to appointments, Educational programs"
773,"Penny, Alexander",89,19890,"Wilmington","DE","Cooking meals, Companionship (social activities), Transportation to appointments, Transportation to appointments, Mental wellness support (non-clinical), Tech support (computers, phones), Volunteer coordination, Gardening"
774,"Guerra, Stefanie",82,76648,"Hubbard","TX","Fall prevention assistance, Transportation to appointments, Tech support (computers, phones), Home safety assessments, Accessibility modifications (home), Cooking meals, Home safety assessments, Transportation to appointments, Playing games (cards, board games), Travel companionship"
775,"Gutierrez, Samantha",80,55964,"Plainview","MN","Senior center activities, Personal care (dressing, bathing - non-medical), Financial management assistance (budgeting), Gardening, Senior center activities, Music and entertainment, Playing games (cards, board games)"
776,"Lutter, Anthony",95,83261,"Paris","ID","Gardening, Walking/exercise assistance, Pet care, Senior center activities, Arts and crafts activities, Educational programs, Housekeeping, Home maintenance (minor repairs)"
777,"Jenkins, Phizell",95,31021,"Dublin","GA","Pet care, Transportation to appointments, Mental wellness support (non-clinical), Cooking meals, Fall prevention assistance, Playing games (cards, board games)"
778,"Rivera Soledad, Jeremy",73,53159,"Powers Lake","WI","Housekeeping, Gardening, Educational programs, Medication reminders (non-medical), Volunteer coordination, Tech support (computers, phones), Walking/exercise assistance, Travel companionship, Cooking meals"
779,"Garrison, Joshua",73,36571,"Saraland","AL","Reading aloud (books, newspapers), Arts and crafts activities, Accessibility modifications (home), Errands (post office, dry cleaning), Gardening, Social event planning, Reading aloud (books, newspapers)"
780,"al-Ahmadi, Husni",67,90210,"Beverly Hills","CA","Grocery shopping, Travel companionship, Volunteer coordination, Errands (post office, dry cleaning), Travel companionship, Pet care, Gardening, Cooking meals"
781,"Kim, Adrian",70,64763,"Lowry City","MO","Home safety assessments, Legal assistance referrals, Walking/exercise assistance, Educational programs, Playing games (cards, board games)"
782,"Lorey Mcmahon, Kaytlin",81,40359,"Owenton","KY","Transportation to appointments, Legal assistance referrals, Legal assistance referrals, Gardening, Errands (post office, dry cleaning), Educational programs, Arts and crafts activities, Playing games (cards, board games)"
783,"Carabajal III, Miranda",74,98368,"Port Townsend","WA","Gardening, Home maintenance (minor repairs), Pet care, Respite care (for family caregivers), Music and entertainment, Legal assistance referrals, Accessibility modifications (home), Respite care (for family caregivers), Senior center activities, Home safety assessments"
784,"Freyta, Taryn",71,52158,"Marquette","IA","Pet care, Walking/exercise assistance, Home maintenance (minor repairs), Reading aloud (books, newspapers), Arts and crafts activities, Senior center activities, Mental wellness support (non-clinical), Music and entertainment, Grocery shopping, Travel companionship"
785,"al-Amiri, Turki",70,34695,"Safety Harbor","FL","Housekeeping, Travel companionship, Legal assistance referrals, Music and entertainment, Mental wellness support (non-clinical)"
786,"Woods, Michael",67,15362,"Spraggs","PA","Pet care"
787,"Cotonuts, Shayla",87,11787,"Smithtown","NY","Pet care, Grocery shopping, Financial management assistance (budgeting), Arts and crafts activities, Cooking meals, Financial management assistance (budgeting)"
788,"Thomas, Demetrius",90,6088,"East Windsor","CT","Medication reminders (non-medical), Volunteer coordination, Fall prevention assistance, Assistive technology training, Senior center activities, Medication reminders (non-medical), Reading aloud (books, newspapers), Grocery shopping, Respite care (for family caregivers)"
789,"Hale, Jordyn",93,15222,"Pittsburgh","PA","Senior center activities, Transportation to appointments, Errands (post office, dry cleaning), Medication reminders (non-medical)"
790,"Vaughn, Elii",85,80130,"Littleton","CO","Walking/exercise assistance, Gardening, Tech support (computers, phones), Senior center activities"
791,"Kearns, Andrew",72,93581,"Tehachapi","CA","Legal assistance referrals, Senior center activities, Home safety assessments, Housekeeping, Assistive technology training, Senior center activities"
792,"Segura-Padilla, Kyler",68,11234,"Brooklyn","NY","Medication reminders (non-medical), Grocery shopping, Legal assistance referrals"
793,"Martinez, Alyson",72,1252,"North Egremont","MA","Home maintenance (minor repairs), Gardening, Tech support (computers, phones), Transportation to appointments, Grocery shopping, Cooking meals, Assistive technology training"
794,"Fletcher-Pettis, Tamar",68,63123,"Saint Louis","MO","Financial management assistance (budgeting), Home maintenance (minor repairs), Housekeeping, Respite care (for family caregivers), Educational programs, Pet care, Arts and crafts activities, Legal assistance referrals"
795,"Garza, Alexandria",67,47922,"Brook","IN","Home safety assessments, Legal assistance referrals, Volunteer coordination"
796,"Sparks, Johnathan",82,86508,"Lupton","AZ","Volunteer coordination, Home maintenance (minor repairs), Financial management assistance (budgeting), Social event planning, Arts and crafts activities, Gardening, Volunteer coordination, Companionship (social activities), Pet care, Home safety assessments"
797,"Lor, Acacia",89,32957,"Roseland","FL","Travel companionship, Home maintenance (minor repairs), Arts and crafts activities, Legal assistance referrals, Social event planning, Companionship (social activities), Educational programs, Housekeeping, Respite care (for family caregivers), Playing games (cards, board games)"
798,"Martinez, Ashley",94,68443,"Sterling","NE","Travel companionship, Errands (post office, dry cleaning), Music and entertainment, Walking/exercise assistance, Arts and crafts activities, Errands (post office, dry cleaning), Transportation to appointments, Volunteer coordination, Errands (post office, dry cleaning), Financial management assistance (budgeting)"
799,"Tso, Jordan",68,28377,"Red Springs","NC","Walking/exercise assistance"
800,"Quintana, Patricia",94,7524,"Paterson","NJ","Legal assistance referrals, Transportation to appointments, Home maintenance (minor repairs), Social event planning"
801,"Radick, Luke",74,49058,"Hastings","MI","Arts and crafts activities, Gardening"
802,"Iron Cloud-Gresko, Bethany",66,39851,"Fort Gaines","GA","Transportation to appointments"
803,"Melton, Erik",72,20692,"Valley Lee","MD","Personal care (dressing, bathing - non-medical), Pet care, Arts and crafts activities, Pet care, Home safety assessments, Home safety assessments, Volunteer coordination"
804,"Wilson, Knieshia",76,28638,"Hudson","NC","Accessibility modifications (home), Companionship (social activities), Music and entertainment, Home maintenance (minor repairs), Walking/exercise assistance, Senior center activities, Home maintenance (minor repairs), Social event planning, Housekeeping"
805,"Yamaguchi, Jose",95,26384,"Linn","WV","Volunteer coordination, Arts and crafts activities, Respite care (for family caregivers), Fall prevention assistance, Transportation to appointments, Grocery shopping, Home safety assessments"
806,"Osman, Jasmine",84,36103,"Montgomery","AL","Accessibility modifications (home), Transportation to appointments, Educational programs, Fall prevention assistance, Housekeeping"
807,"Mcwilliams, Jordan",90,78211,"San Antonio","TX","Transportation to appointments, Housekeeping, Arts and crafts activities, Transportation to appointments"
808,"Stark, Matthew",67,62220,"Belleville","IL","Volunteer coordination, Medication reminders (non-medical), Walking/exercise assistance, Tech support (computers, phones), Social event planning, Companionship (social activities), Playing games (cards, board games)"
809,"Dowd, Dennis",68,61857,"Muncie","IL","Housekeeping, Music and entertainment, Companionship (social activities), Social event planning, Music and entertainment, Home maintenance (minor repairs), Gardening, Respite care (for family caregivers), Arts and crafts activities"
810,"Mai, Alexander",93,98392,"Suquamish","WA","Playing games (cards, board games), Gardening, Errands (post office, dry cleaning), Home safety assessments, Legal assistance referrals"
811,"Bowman, Dwayne",88,33102,"Miami","FL","Home maintenance (minor repairs), Respite care (for family caregivers), Music and entertainment, Legal assistance referrals, Assistive technology training, Respite care (for family caregivers), Social event planning, Errands (post office, dry cleaning)"
812,"Nguyen, Jenna",90,33815,"Lakeland","FL","Transportation to appointments, Tech support (computers, phones), Pet care, Accessibility modifications (home), Volunteer coordination"
813,"el-Salama, Shaahir",81,5445,"Charlotte","VT","Grocery shopping, Walking/exercise assistance, Respite care (for family caregivers), Reading aloud (books, newspapers), Cooking meals, Fall prevention assistance, Fall prevention assistance, Fall prevention assistance"
814,"Montano Maldonado, Gerardo",86,47929,"Chalmers","IN","Gardening, Errands (post office, dry cleaning), Mental wellness support (non-clinical), Educational programs, Travel companionship, Home maintenance (minor repairs)"
815,"Ho, Dylan",82,85636,"Sierra Vista","AZ","Medication reminders (non-medical), Arts and crafts activities, Legal assistance referrals, Playing games (cards, board games)"
816,"Aqeel, Mackenzie",81,12446,"Kerhonkson","NY","Companionship (social activities), Medication reminders (non-medical)"
817,"Garcia, Paul",83,75462,"Paris","TX","Gardening, Transportation to appointments, Grocery shopping, Volunteer coordination"
818,"Le, Khashayar",72,81039,"Fowler","CO","Housekeeping, Assistive technology training, Transportation to appointments, Companionship (social activities), Pet care, Personal care (dressing, bathing - non-medical)"
819,"Martinez, Beatriz",75,31907,"Columbus","GA","Assistive technology training, Mental wellness support (non-clinical), Tech support (computers, phones), Grocery shopping, Assistive technology training"
820,"Ortiz, William",67,14059,"Elma","NY","Reading aloud (books, newspapers), Gardening, Housekeeping, Accessibility modifications (home), Playing games (cards, board games), Reading aloud (books, newspapers), Gardening, Grocery shopping, Assistive technology training"
821,"Aubry, Jade",72,95373,"Standard","CA","Respite care (for family caregivers), Tech support (computers, phones), Housekeeping, Cooking meals"
822,"el-Srour, Tharwa",94,3225,"Center Barnstead","NH","Tech support (computers, phones), Tech support (computers, phones), Assistive technology training, Arts and crafts activities, Senior center activities, Home maintenance (minor repairs), Gardening, Reading aloud (books, newspapers)"
823,"Ritger, Helen",78,7006,"Caldwell","NJ","Housekeeping, Educational programs"
824,"Truong, Steven",75,98558,"Mckenna","WA","Transportation to appointments, Housekeeping, Transportation to appointments, Gardening, Fall prevention assistance, Companionship (social activities), Personal care (dressing, bathing - non-medical), Assistive technology training, Grocery shopping, Social event planning"
825,"Pham, John",94,40312,"Clay City","KY","Home safety assessments, Transportation to appointments, Tech support (computers, phones), Cooking meals, Errands (post office, dry cleaning), Reading aloud (books, newspapers), Mental wellness support (non-clinical)"
826,"Hsu, Sara",92,67346,"Grenola","KS","Walking/exercise assistance, Fall prevention assistance, Social event planning, Fall prevention assistance"
827,"Macfarlane, Michael",65,24127,"New Castle","VA","Tech support (computers, phones), Educational programs, Walking/exercise assistance, Tech support (computers, phones), Travel companionship, Assistive technology training, Pet care, Transportation to appointments"
828,"Williams, Devin",95,10280,"New York","NY","Accessibility modifications (home), Educational programs, Mental wellness support (non-clinical), Accessibility modifications (home), Arts and crafts activities, Personal care (dressing, bathing - non-medical), Volunteer coordination, Music and entertainment, Personal care (dressing, bathing - non-medical), Senior center activities"
829,"Zavala Ramirez, Johnny",77,38115,"Memphis","TN","Legal assistance referrals, Volunteer coordination, Arts and crafts activities, Walking/exercise assistance, Housekeeping, Playing games (cards, board games), Financial management assistance (budgeting)"
830,"Armstrong-Zickefoose, Morgan",85,50845,"Diagonal","IA","Home safety assessments, Medication reminders (non-medical), Cooking meals, Reading aloud (books, newspapers), Home safety assessments, Pet care, Pet care"
831,"Powell, Paige",91,84308,"Cornish","UT","Volunteer coordination, Medication reminders (non-medical), Accessibility modifications (home)"
832,"Flores, Alejandra",94,58737,"Flaxton","ND","Tech support (computers, phones), Tech support (computers, phones)"
833,"Dixon Jr, Mahogany",71,56023,"Delavan","MN","Arts and crafts activities, Volunteer coordination, Fall prevention assistance, Walking/exercise assistance, Grocery shopping"
834,"el-Dawood, Jumaana",84,47165,"Pekin","IN","Medication reminders (non-medical), Pet care, Accessibility modifications (home)"
835,"Pina, Taylor",83,60696,"Chicago","IL","Mental wellness support (non-clinical), Music and entertainment, Housekeeping, Grocery shopping, Tech support (computers, phones), Pet care, Errands (post office, dry cleaning)"
836,"Jackson II, Tiana",76,13605,"Adams","NY","Cooking meals, Mental wellness support (non-clinical), Financial management assistance (budgeting), Respite care (for family caregivers), Walking/exercise assistance"
837,"Pham, Brandon",92,27247,"Ether","NC","Educational programs, Medication reminders (non-medical), Reading aloud (books, newspapers)"
838,"Strange Owl, Dakota",77,52755,"Lone Tree","IA","Companionship (social activities)"
839,"Fischer, Alex",81,75640,"Diana","TX","Housekeeping"
840,"Munoz, Malakye",84,8608,"Trenton","NJ","Home maintenance (minor repairs), Legal assistance referrals, Errands (post office, dry cleaning), Housekeeping"
841,"Thompson Jr, Marciece",66,10013,"New York","NY","Playing games (cards, board games)"
842,"Lin, Hailey",85,56714,"Badger","MN","Mental wellness support (non-clinical), Errands (post office, dry cleaning), Gardening, Legal assistance referrals, Playing games (cards, board games), Gardening, Senior center activities"
843,"Gabel, Leslie",73,11754,"Kings Park","NY","Accessibility modifications (home), Playing games (cards, board games), Arts and crafts activities"
844,"Asakawa, Saraswoti",65,27536,"Henderson","NC","Volunteer coordination, Educational programs"
845,"Gutierrez-Flores, Kristina",88,93227,"Goshen","CA","Cooking meals, Transportation to appointments, Financial management assistance (budgeting), Gardening, Cooking meals, Walking/exercise assistance, Home safety assessments, Cooking meals, Senior center activities"
846,"Gilman, Christopher",82,61859,"Ogden","IL","Cooking meals, Financial management assistance (budgeting), Medication reminders (non-medical), Gardening, Educational programs, Senior center activities, Errands (post office, dry cleaning), Reading aloud (books, newspapers), Housekeeping"
847,"Burke, Kristin",68,30086,"Stone Mountain","GA","Playing games (cards, board games), Social event planning, Gardening, Accessibility modifications (home), Medication reminders (non-medical), Senior center activities"
848,"Colomac-Dewitte, William",90,80825,"Kit Carson","CO","Companionship (social activities), Medication reminders (non-medical), Travel companionship, Personal care (dressing, bathing - non-medical), Fall prevention assistance, Home maintenance (minor repairs), Tech support (computers, phones), Errands (post office, dry cleaning), Travel companionship"
849,"Lopez, Jose",92,71766,"Thornton","AR","Home maintenance (minor repairs), Accessibility modifications (home), Accessibility modifications (home), Legal assistance referrals, Errands (post office, dry cleaning)"
850,"Venegas, Kassandra",68,91723,"Covina","CA","Walking/exercise assistance, Housekeeping, Transportation to appointments, Personal care (dressing, bathing - non-medical), Travel companionship, Tech support (computers, phones), Walking/exercise assistance, Educational programs"
851,"Kills In Sight, Howard",71,81041,"Granada","CO","Housekeeping, Assistive technology training"
852,"Large, Levi",80,44253,"Litchfield","OH","Grocery shopping, Legal assistance referrals, Respite care (for family caregivers), Housekeeping, Medication reminders (non-medical), Accessibility modifications (home)"
853,"Salazar, Victor",85,25665,"Borderland","WV","Playing games (cards, board games), Tech support (computers, phones), Social event planning"
854,"Sanchez, Jose",65,76834,"Coleman","TX","Walking/exercise assistance, Home maintenance (minor repairs), Walking/exercise assistance, Social event planning, Assistive technology training, Playing games (cards, board games)"
855,"Modisette, Samantha",86,64504,"Saint Joseph","MO","Grocery shopping, Social event planning, Pet care, Medication reminders (non-medical), Playing games (cards, board games), Volunteer coordination, Walking/exercise assistance, Respite care (for family caregivers)"
856,"Valdez, Zerek",91,56139,"Holland","MN","Medication reminders (non-medical), Social event planning, Reading aloud (books, newspapers)"
857,"al-Safi, Naaji",86,71910,"Hot Springs Village","AR","Errands (post office, dry cleaning), Companionship (social activities), Arts and crafts activities, Gardening"
858,"al-Hanif, Khaalida",86,28409,"Wilmington","NC","Playing games (cards, board games), Gardening, Medication reminders (non-medical), Transportation to appointments"
859,"Kimmel, Katie",90,94804,"Richmond","CA","Medication reminders (non-medical), Personal care (dressing, bathing - non-medical), Mental wellness support (non-clinical), Walking/exercise assistance, Housekeeping, Assistive technology training, Personal care (dressing, bathing - non-medical), Assistive technology training"
860,"Truong, Mary",84,34231,"Sarasota","FL","Assistive technology training, Mental wellness support (non-clinical), Gardening, Medication reminders (non-medical), Financial management assistance (budgeting), Mental wellness support (non-clinical), Assistive technology training, Music and entertainment"
861,"el-Abbas, Rushdi",74,62992,"Ullin","IL","Fall prevention assistance, Home safety assessments, Medication reminders (non-medical), Volunteer coordination, Social event planning"
862,"Iqbal, Jasmine",65,33093,"Margate","FL","Personal care (dressing, bathing - non-medical), Companionship (social activities), Financial management assistance (budgeting)"
863,"Gomez, Roberto",81,51446,"Irwin","IA","Gardening, Pet care, Tech support (computers, phones)"
864,"Lee, Zachary",95,45469,"Dayton","OH","Respite care (for family caregivers)"
865,"al-Gaber, Usaama",88,53784,"Madison","WI","Travel companionship, Medication reminders (non-medical), Home safety assessments, Arts and crafts activities, Home safety assessments, Tech support (computers, phones), Assistive technology training, Medication reminders (non-medical)"
866,"el-Malik, Abdul Qayyoom",66,28560,"New Bern","NC","Cooking meals, Medication reminders (non-medical), Travel companionship, Respite care (for family caregivers), Transportation to appointments, Walking/exercise assistance, Pet care, Medication reminders (non-medical), Social event planning"
867,"Hopper, Kloe",68,15868,"Weedville","PA","Volunteer coordination, Arts and crafts activities, Financial management assistance (budgeting), Errands (post office, dry cleaning), Pet care"
868,"el-Abdo, Taariq",81,59414,"Black Eagle","MT","Volunteer coordination, Tech support (computers, phones), Home maintenance (minor repairs), Assistive technology training, Personal care (dressing, bathing - non-medical)"
869,"Winston, Robert",80,10505,"Baldwin Place","NY","Educational programs, Senior center activities, Travel companionship, Housekeeping, Assistive technology training, Pet care, Travel companionship, Grocery shopping, Personal care (dressing, bathing - non-medical)"
870,"Kleymann, Job",89,74860,"Paden","OK","Fall prevention assistance, Home maintenance (minor repairs), Transportation to appointments, Mental wellness support (non-clinical), Reading aloud (books, newspapers)"
871,"al-Gaber, Aamina",91,38485,"Waynesboro","TN","Home maintenance (minor repairs), Grocery shopping, Companionship (social activities), Personal care (dressing, bathing - non-medical), Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical), Travel companionship, Legal assistance referrals, Educational programs"
872,"Ouellette, Randal",87,55795,"Willow River","MN","Financial management assistance (budgeting)"
873,"el-Yamin, Layaali",74,70427,"Bogalusa","LA","Music and entertainment, Home safety assessments, Mental wellness support (non-clinical), Personal care (dressing, bathing - non-medical), Mental wellness support (non-clinical), Cooking meals"
874,"Auyeung, Nkaujzoo",80,6132,"Hartford","CT","Fall prevention assistance, Cooking meals, Financial management assistance (budgeting), Errands (post office, dry cleaning), Music and entertainment, Fall prevention assistance, Pet care, Playing games (cards, board games)"
875,"Alarid, Couric",95,85534,"Duncan","AZ","Senior center activities, Educational programs, Home safety assessments, Medication reminders (non-medical), Legal assistance referrals, Social event planning, Accessibility modifications (home)"
876,"Toquinto, Daniel",88,77639,"Orangefield","TX","Medication reminders (non-medical), Legal assistance referrals, Respite care (for family caregivers), Pet care, Financial management assistance (budgeting), Cooking meals, Gardening, Medication reminders (non-medical), Walking/exercise assistance"
877,"Calderon, Brandon",89,44429,"Lake Milton","OH","Music and entertainment, Senior center activities, Volunteer coordination, Legal assistance referrals, Companionship (social activities), Playing games (cards, board games), Reading aloud (books, newspapers)"
878,"Beals, Sharnell",95,96861,"Camp H M Smith","HI","Volunteer coordination"
879,"Olguin, Anton",71,1745,"Fayville","MA","Accessibility modifications (home), Playing games (cards, board games), Errands (post office, dry cleaning), Travel companionship, Volunteer coordination, Grocery shopping, Social event planning, Playing games (cards, board games)"
880,"el-Salman, Tufail",68,38603,"Ashland","MS","Transportation to appointments, Volunteer coordination, Playing games (cards, board games), Volunteer coordination, Pet care, Errands (post office, dry cleaning), Arts and crafts activities, Walking/exercise assistance, Medication reminders (non-medical), Personal care (dressing, bathing - non-medical)"
881,"Buczynski, Aleena",68,27028,"Mocksville","NC","Gardening, Home maintenance (minor repairs), Pet care, Senior center activities, Senior center activities, Grocery shopping"
882,"Alvarez, Cecilio",71,78427,"Corpus Christi","TX","Arts and crafts activities, Reading aloud (books, newspapers)"
883,"Brown, Ryan",92,20670,"Patuxent River","MD","Cooking meals, Accessibility modifications (home), Arts and crafts activities, Accessibility modifications (home), Volunteer coordination"
884,"Servais, Matthew",87,25882,"Mullens","WV","Financial management assistance (budgeting), Travel companionship, Medication reminders (non-medical), Reading aloud (books, newspapers)"
885,"Tram, Jonathan",94,60701,"Chicago","IL","Home maintenance (minor repairs), Assistive technology training, Personal care (dressing, bathing - non-medical), Legal assistance referrals"
886,"al-Ghazal, Yoosuf",91,43913,"Brilliant","OH","Accessibility modifications (home), Gardening, Mental wellness support (non-clinical), Mental wellness support (non-clinical), Home maintenance (minor repairs), Senior center activities, Home safety assessments, Pet care"
887,"Rodriguez, Stephanie",87,38190,"Memphis","TN","Mental wellness support (non-clinical), Reading aloud (books, newspapers), Reading aloud (books, newspapers), Home maintenance (minor repairs), Home safety assessments, Volunteer coordination, Housekeeping"
888,"Petrarca, Jorge",88,76078,"Rhome","TX","Assistive technology training, Respite care (for family caregivers), Pet care, Accessibility modifications (home), Senior center activities"
889,"el-Arif, Rafeeda",90,8049,"Magnolia","NJ","Housekeeping, Transportation to appointments, Music and entertainment, Transportation to appointments, Educational programs"
890,"Swoopes, Kristopher",77,83874,"Murray","ID","Home safety assessments, Errands (post office, dry cleaning), Gardening, Cooking meals, Housekeeping, Medication reminders (non-medical)"
891,"Lang, Rachelle",80,10310,"Staten Island","NY","Home maintenance (minor repairs), Fall prevention assistance, Social event planning, Accessibility modifications (home), Arts and crafts activities, Medication reminders (non-medical)"
892,"Tolutau, Kyle",77,21528,"Eckhart Mines","MD","Companionship (social activities), Travel companionship, Grocery shopping, Reading aloud (books, newspapers), Social event planning, Personal care (dressing, bathing - non-medical)"
893,"Cole, Essance",91,59417,"Browning","MT","Mental wellness support (non-clinical), Educational programs, Medication reminders (non-medical), Educational programs, Senior center activities, Medication reminders (non-medical)"
894,"Wade, Alexandria",90,12417,"Connelly","NY","Arts and crafts activities, Medication reminders (non-medical), Assistive technology training, Housekeeping, Cooking meals, Travel companionship, Cooking meals"
895,"Stutheit, Josephine",75,97914,"Ontario","OR","Transportation to appointments, Transportation to appointments, Reading aloud (books, newspapers)"
896,"Trujillo, Angela",91,90038,"Los Angeles","CA","Assistive technology training, Social event planning"
897,"Tangri, Meeso",94,84729,"Glendale","UT","Reading aloud (books, newspapers), Respite care (for family caregivers)"
898,"Tran-Nguyen, Tina",78,19484,"Valley Forge","PA","Medication reminders (non-medical), Educational programs, Gardening, Fall prevention assistance"
899,"el-Abad, Ghaaziya",92,62573,"Warrensburg","IL","Legal assistance referrals, Educational programs, Transportation to appointments, Pet care"
900,"Nguyen, Castine",72,61012,"Capron","IL","Home safety assessments, Fall prevention assistance, Home safety assessments, Respite care (for family caregivers), Mental wellness support (non-clinical), Music and entertainment, Grocery shopping, Pet care, Grocery shopping"
901,"al-Salih, Shakeela",91,56232,"Dawson","MN","Travel companionship, Respite care (for family caregivers), Housekeeping"
902,"Abad, Serena",81,63006,"Chesterfield","MO","Educational programs, Errands (post office, dry cleaning), Respite care (for family caregivers), Playing games (cards, board games), Medication reminders (non-medical), Gardening, Educational programs, Medication reminders (non-medical), Assistive technology training"
903,"Santos-Casillas, Uriel",65,85016,"Phoenix","AZ","Legal assistance referrals, Gardening"
904,"Hammer, Cassidy",93,54721,"Arkansaw","WI","Transportation to appointments, Playing games (cards, board games)"
905,"el-Abbas, Nadeera",80,6052,"New Britain","CT","Cooking meals, Senior center activities, Personal care (dressing, bathing - non-medical), Home maintenance (minor repairs), Respite care (for family caregivers), Assistive technology training, Pet care, Arts and crafts activities, Pet care"
906,"Louder, Colin",89,36109,"Montgomery","AL","Cooking meals"
907,"Breed, Alicia",86,36046,"Lapine","AL","Home maintenance (minor repairs), Arts and crafts activities, Playing games (cards, board games), Grocery shopping, Tech support (computers, phones), Companionship (social activities), Legal assistance referrals, Personal care (dressing, bathing - non-medical), Music and entertainment, Travel companionship"
908,"Cartwright, Albreanna",65,38917,"Carrollton","MS","Fall prevention assistance, Volunteer coordination"
909,"Vang, Rochak",87,29683,"Slater","SC","Housekeeping, Personal care (dressing, bathing - non-medical), Volunteer coordination, Legal assistance referrals, Housekeeping, Housekeeping, Gardening, Housekeeping, Reading aloud (books, newspapers)"
910,"al-Mourad, Naadir",95,45419,"Dayton","OH","Music and entertainment"
911,"Neill, Hannah",76,29808,"Aiken","SC","Senior center activities, Cooking meals, Educational programs, Gardening, Travel companionship, Walking/exercise assistance, Pet care, Medication reminders (non-medical)"
912,"Nguyen, Matthew",83,53267,"Milwaukee","WI","Cooking meals, Accessibility modifications (home), Arts and crafts activities, Arts and crafts activities, Errands (post office, dry cleaning), Music and entertainment, Fall prevention assistance, Home maintenance (minor repairs)"
913,"Majid, Andrew",72,60157,"Medinah","IL","Home maintenance (minor repairs)"
914,"Campbell, Ellis",71,33119,"Miami Beach","FL","Gardening, Financial management assistance (budgeting), Social event planning, Tech support (computers, phones), Medication reminders (non-medical), Travel companionship, Cooking meals, Companionship (social activities)"
915,"Van, Albert",73,97076,"Beaverton","OR","Errands (post office, dry cleaning), Walking/exercise assistance, Senior center activities, Legal assistance referrals, Social event planning, Educational programs, Pet care, Playing games (cards, board games)"
916,"Chang, Anna",76,28658,"Newton","NC","Transportation to appointments, Home safety assessments, Medication reminders (non-medical), Transportation to appointments, Senior center activities, Tech support (computers, phones)"
917,"el-Hashemi, Rifaah",68,27703,"Durham","NC","Music and entertainment, Tech support (computers, phones), Personal care (dressing, bathing - non-medical), Cooking meals, Assistive technology training, Senior center activities, Grocery shopping"
918,"Anderson, Poulami",72,71064,"Plain Dealing","LA","Transportation to appointments, Pet care, Transportation to appointments, Travel companionship, Playing games (cards, board games), Arts and crafts activities, Assistive technology training"
919,"Swierczek, Nicolas",75,65626,"Caulfield","MO","Housekeeping, Fall prevention assistance, Volunteer coordination, Tech support (computers, phones), Respite care (for family caregivers), Educational programs, Home safety assessments, Arts and crafts activities, Gardening"
920,"Tran, Ashley",88,15732,"Creekside","PA","Senior center activities"
921,"al-Bey, Haani",76,24134,"Pearisburg","VA","Senior center activities, Arts and crafts activities, Travel companionship, Senior center activities, Accessibility modifications (home), Medication reminders (non-medical)"
922,"el-Riaz, Mubeena",70,45157,"New Richmond","OH","Educational programs, Transportation to appointments"
