"volunteer_id","name","major_city","state","lat","lng","availability","radius_willingness","acceptance_probability"
679,"Farrell, Benjamin","Arlington","VA",NA,NA,"Wed 9-12, Sat 3-6, Mon 6-9",21,0.959761137841269
680,"Proctor, Nikasia","Yountville","CA",38.4,-122.36,"Tue 6-9, Mon 3-6",14,0.690589749021456
681,"al-Hadi, Hamad","Beach Lake","PA",41.61,-75.1,"Wed 6-9, Fri 9-12",18,0.519880772568285
682,"Colin, Melissa","Atlanta","GA",NA,NA,"Thu 9-12, Wed 3-6, Tue 3-6",22,0.513100412790664
683,"Nguyen, Laurie","Oakland","CA",37.85,-122.24,"Fri 6-9, Fri 12-3",11,0.552234238712117
684,"May, Danika","Spavinaw","OK",36.41,-95.05,"Sun 6-9, Thu 9-12, Fri 3-6",26,0.911692970898002
685,"Klements, Kyle","Albany","NY",42.66,-73.75,"Fri 12-3, Thu 3-6, Fri 9-12",28,0.51890670415014
686,"Mulvin, Sierra","Ehrenberg","AZ",33.618,-114.506,"Sun 12-3, Thu 9-12, Tue 9-12",22,0.80627831898164
687,"Mcgrath, Kristen","South Plains","TX",34.227,-101.309,"Fri 9-12, Thu 3-6, Sun 3-6",30,0.569060112233274
688,"Taylor, Reva","Snowville","UT",41.8,-112.7,"Sat 9-12, Sat 9-12, Sun 6-9",26,0.551319832447916
689,"Arispe, Nadia","Rush City","MN",45.7,-93,"Tue 6-9, Tue 3-6",30,0.883026211173274
690,"Garcia, Antonio","Ford","VA",37.2,-77.7,"Sun 3-6, Tue 3-6, Fri 3-6",23,0.501329363440163
691,"Chen, Laurence","Salinas","PR",18.03,-66.25,"Sat 12-3, Thu 6-9, Sat 9-12",30,0.820495498017408
692,"King, Brianna","Adamsburg","PA",40.3,-79.65,"Mon 6-9, Mon 9-12",27,0.818685934646055
693,"al-Pirani, Saeed","Lake Isabella","CA",35.62,-118.42,"Mon 9-12, Mon 3-6, Sun 9-12",13,0.794593448052183
694,"Martinez, Isabela","Baldwin City","KS",38.8,-95.2,"Mon 3-6, Sat 9-12, Mon 9-12",19,0.58469823282212
695,"Blevans, Sebastian","Raleigh","NC",NA,NA,"Sat 12-3, Fri 3-6",16,0.772554638795555
696,"al-Baten, Raihaana","Statesville","NC",35.9,-80.9,"Mon 12-3, Sat 12-3, Thu 9-12",21,0.772659461596049
697,"Farris, Amber","Hazen","AR",34.8,-91.6,"Mon 3-6, Sat 12-3",30,0.620145062799565
698,"Creamer, Reilly","Reader","WV",39.6,-80.7,"Fri 6-9, Sat 3-6",27,0.75927896774374
699,"el-Amer, Fareed","Boswell","PA",40.2,-79.1,"Wed 6-9, Tue 3-6",11,0.733172075357288
700,"Yu, Cheyenne","Windthorst","TX",33.5,-98.5,"Thu 12-3, Wed 3-6",17,0.680804641684517
701,"Dittloff, Darian","Rosston","OK",36.9,-99.9,"Tue 12-3, Mon 12-3",19,0.800074681057595
702,"Mcfadden, Kacey","Phoenix","AZ",NA,NA,"Tue 6-9, Thu 3-6",17,0.758903737762012
703,"Than, Karen","Camden","NC",36.3,-76.2,"Wed 3-6, Tue 3-6, Mon 6-9",18,0.937814935925417
704,"Chu, Mallika","Portland","OH",38.98,-81.8,"Sun 3-6, Wed 3-6",26,0.960340830963105
705,"Hooper-Washington, Rahiem","Zephyrhills","FL",28.23,-82.18,"Thu 9-12, Tue 9-12, Sun 9-12",30,0.611124010640197
706,"Yazzie, Arturo","Woodland Park","CO",NA,NA,"Wed 3-6, Mon 3-6, Thu 6-9",26,0.538529968820512
707,"Bing, Jerrad","Elsie","NE",40.9,-101.3,"Mon 3-6, Wed 12-3, Mon 9-12",27,0.936854837811552
708,"al-Abdi, Abdur Razzaaq","Huntsville","TX",30.6,-95.6,"Mon 9-12, Thu 9-12, Sat 12-3",10,0.579391836072318
709,"Haigler, Jamal","Charlotte","NC",NA,NA,"Fri 9-12, Tue 12-3, Thu 6-9",29,0.87116259871982
710,"Brower, Yihang","Gainesville","FL",NA,NA,"Thu 9-12, Fri 6-9",11,0.535813276423141
711,"Laustsen, Morgan","Luther","MI",44.1,-85.7,"Fri 3-6, Mon 12-3, Wed 9-12",24,0.873648185515776
712,"Mullen III, Maurice","Chadron","NE",42.8,-103,"Sat 3-6, Tue 6-9, Sun 6-9",12,0.80714243685361
713,"Carmona-Delarosa, Katlynn","Mayville","ND",47.5,-97.3,"Fri 12-3, Tue 3-6, Sat 12-3",23,0.744280891958624
714,"Rodriguez, Mustafa","Dittmer","MO",38.3,-90.7,"Sun 9-12, Mon 12-3, Thu 3-6",22,0.698030370636843
715,"Landrum, Micheal","Deshler","NE",40.13,-97.73,"Thu 12-3, Sun 12-3, Wed 12-3",28,0.538714244379662
716,"al-Taheri, Hadeel","Otoe","NE",40.73,-96.09,"Sun 12-3, Wed 9-12",16,0.659415455185808
717,"Holderness, Jesse","Montrose","NY",41.25,-73.94,"Sun 3-6, Wed 6-9, Fri 3-6",20,0.833750610006973
718,"el-Samaan, Fakeeha","Yellow Spring","WV",39.23,-78.466,"Sat 3-6, Tue 3-6, Thu 12-3",27,0.60606765979901
719,"Giltner, Tori","Rosebud","SD",43.2,-101,"Thu 12-3, Wed 9-12",30,0.61429566598963
720,"Walter, Melanie","Bridgeport","CA",38.24,-119.24,"Sat 12-3, Tue 6-9",12,0.506027962081134
721,"al-Jamail, Haneef","Emerson","KY",38.36,-83.29,"Sat 3-6, Sat 3-6",16,0.705040229251608
722,"Machin, Elena","Murphysboro","IL",37.8,-89.3,"Fri 3-6, Sat 12-3, Thu 6-9",26,0.52133234241046
723,"Young, Jeffrey","Fonda","NY",42.9,-74.4,"Mon 12-3, Thu 3-6, Thu 12-3",20,0.98635338281747
724,"Giron Lovato, Emily","Huntington","WV",NA,NA,"Wed 6-9, Thu 6-9, Fri 12-3",21,0.509805865236558
725,"Nichols, Aubrianna","Stamford","CT",NA,NA,"Fri 12-3, Tue 9-12, Fri 9-12",24,0.51975512644276
726,"Hernandez, Domanic","Crystal Lake","IL",42.28,-88.31,"Mon 12-3, Wed 12-3, Sat 6-9",10,0.632791370735504
727,"Bell, Andi","Trenton","NJ",NA,NA,"Mon 3-6, Thu 9-12, Fri 6-9",20,0.814194061444141
728,"Currin, Jaspar","Greenville","IA",43.02,-95.14,"Mon 9-12, Wed 9-12",16,0.713745941175148
729,"Romero, Shanelle","Anthony","TX",31.97,-106.6,"Mon 9-12, Sun 12-3",25,0.999326687538996
730,"Loeffler, Conner","Charleston","ME",45.07,-69.03,"Wed 9-12, Wed 6-9, Tue 6-9",27,0.561231888830662
731,"el-Demian, Mutlaq","San Diego","CA",NA,NA,"Tue 6-9, Thu 9-12, Mon 3-6",15,0.988049860112369
732,"Arceneaux, Jerianne","Eagle Grove","IA",42.6,-93.9,"Thu 9-12, Mon 6-9, Wed 9-12",25,0.576790031627752
733,"Marrs, Dalene","Greer","AZ",34.03,-109.46,"Mon 3-6, Tue 3-6, Mon 3-6",15,0.505110817612149
734,"Navant, Matthew","Somerville","TX",30.4,-96.5,"Mon 12-3, Mon 3-6",22,0.641126268426888
735,"Salazar, Heather","Fosterville","TN",NA,NA,"Sun 3-6, Wed 6-9",30,0.588357356493361
736,"Welton, Jasmine","Effort","PA",40.96,-75.45,"Sun 12-3, Wed 9-12",16,0.938389170332812
737,"Davis, Janesa","Pasadena","TX",29.68,-95.2,"Sat 12-3, Sun 9-12",19,0.508293078048155
738,"Woods, Jensen","Cleveland","WI",43.9,-87.8,"Sat 6-9, Thu 6-9",17,0.56143843929749
739,"Green, Tyra","Ventura","CA",NA,NA,"Wed 3-6, Wed 12-3",13,0.796098744380288
740,"Roberts, Vicente","Walnut","MS",34.9,-88.9,"Sun 12-3, Mon 12-3, Thu 9-12",27,0.64121432567481
741,"Mungovan, Nova","Texico","NM",34.5,-103.1,"Mon 6-9, Thu 9-12, Wed 12-3",29,0.710852859192528
742,"Samuels, Elijah","Nacogdoches","TX",31.62,-94.647,"Wed 9-12, Thu 9-12, Mon 6-9",13,0.784575722762384
743,"Schimmelpfenneg, Chelsi","Parker","CO",39.5,-104.8,"Wed 3-6, Sat 6-9",10,0.542296774801798
744,"Bock-Bernardi, Karen","Jacksonboro","SC",32.75,-80.53,"Mon 6-9, Mon 6-9, Mon 3-6",10,0.961353647406213
745,"Olaiz-Medina, Amber","Detroit","MI",42.43,-83.14,"Sat 6-9, Thu 6-9",12,0.897748657036573
746,"Garrett, Indigo","Bushwood","MD",38.28,-76.79,"Tue 3-6, Tue 6-9, Sun 3-6",21,0.666621999116614
747,"el-Mussa, Ishaaq","Star","TX",NA,NA,"Sat 9-12, Sat 9-12, Tue 12-3",19,0.508511217660271
748,"Carter, Windy","Ririe","ID",43.4,-111.6,"Wed 12-3, Thu 6-9, Fri 9-12",16,0.928368975175545
749,"Chavez, Brandon","Eden","UT",41.3,-111.9,"Tue 12-3, Thu 6-9",11,0.737436612253077
750,"el-Mussa, Jihaad","Detroit","MI",NA,NA,"Tue 9-12, Sun 3-6",10,0.746938461903483
751,"el-Zadeh, Noora","Big Prairie","OH",40.6,-82.1,"Sun 9-12, Wed 12-3, Thu 12-3",27,0.745118897408247
752,"Shaw, Julie","Michigamme","MI",46.7,-88.2,"Thu 3-6, Mon 9-12",30,0.756637513171881
753,"Naylor, Sabrina","Jefferson City","MO",NA,NA,"Sat 3-6, Fri 6-9, Mon 9-12",12,0.805768713937141
754,"Burris, Jesse","Harlan","IA",41.6,-95.3,"Fri 3-6, Fri 6-9, Sat 6-9",14,0.9274150156416
755,"Pae, Ashley","Flat Rock","OH",41.235,-82.86,"Tue 3-6, Mon 6-9, Tue 12-3",12,0.826521575334482
756,"al-Rahmani, Ghaaliya","Hartford","TN",35.83,-83.08,"Mon 6-9, Mon 3-6",22,0.641342957504094
757,"al-Mahmoud, Raadiya","Sun Valley","ID",43.8,-114.6,"Thu 12-3, Sun 3-6",30,0.839813757920638
758,"Canty, Reece","Wahiawa","HI",21.53,-158.01,"Tue 12-3, Sun 9-12",24,0.588986671413295
759,"Bruning, Irene","Webster","PA",40.187,-79.85,"Sat 3-6, Fri 6-9",16,0.592770105809905
760,"Grate, Raechalle","Arizona City","AZ",32.731,-111.691,"Mon 3-6, Wed 12-3, Thu 9-12",20,0.904370238538831
761,"el-Shehata, Kareema","Rives","TN",36.3,-89.1,"Sat 12-3, Tue 3-6",28,0.761742661357857
762,"Dickhausen, Sara","Boulder","WY",42.6,-109.6,"Tue 12-3, Thu 9-12, Fri 12-3",26,0.775748161831871
763,"Yu, Anne","Youngstown","NY",43.24,-79,"Thu 6-9, Sat 9-12, Mon 3-6",23,0.77175795705989
764,"Avery, Warren","Sharpsburg","GA",33.4,-84.6,"Tue 3-6, Fri 3-6, Wed 6-9",21,0.673222700017504
765,"Yazzie, Fatima","Cocoa","FL",NA,NA,"Wed 6-9, Sun 12-3",29,0.964111636858433
766,"Nogueira, Emily","New Rochelle","NY",NA,NA,"Wed 9-12, Thu 12-3",28,0.832121443818323
767,"Barragan, Amy","Hollywood","FL",25.99,-80.4,"Thu 9-12, Wed 9-12",27,0.657163368421607
768,"Lee, Ashley","Belle Rose","LA",30.03,-91.06,"Tue 6-9, Thu 9-12, Sun 3-6",13,0.596747051924467
769,"Xiong, Thomas","New Castle","DE",NA,NA,"Sun 9-12, Tue 3-6, Sun 3-6",23,0.652039997745305
770,"Barker, Preston","Ixonia","WI",43.17,-88.58,"Mon 9-12, Wed 3-6",18,0.93313399120234
771,"Fleischman Jr, Austin","North Olmsted","OH",41.42,-81.92,"Sun 6-9, Sun 9-12, Fri 3-6",10,0.559477836475708
772,"al-Moradi, Aakif","Osawatomie","KS",38.5,-95,"Sun 3-6, Sat 12-3",26,0.659952717716806
773,"Hamilton, Marissa","Southeastern","PA",NA,NA,"Fri 12-3, Mon 6-9",19,0.999683993402869
774,"al-Akbar, Abdur Raheem","Haines","AK",59,-135,"Sun 12-3, Tue 6-9, Sun 12-3",15,0.866998107521795
775,"Lennon, Jergen","Mount Hope","WV",37.9,-81.2,"Fri 12-3, Mon 12-3",22,0.923515371163376
776,"Beston, Zachary","Alpharetta","GA",34.02,-84.25,"Thu 6-9, Mon 9-12",16,0.87028761790134
777,"Davis, Lindsey","Haydenville","OH",39.48,-82.32,"Sat 6-9, Wed 6-9",12,0.976259010843933
778,"Awe, Vang","Canadian","TX",35.9,-100.3,"Fri 3-6, Thu 6-9",18,0.512391431839205
779,"el-Aziz, Katheer","Quitaque","TX",34.5,-101.1,"Wed 3-6, Wed 9-12, Sun 12-3",19,0.62138911022339
780,"Ford, Samantha","Austin","TX",NA,NA,"Thu 6-9, Thu 3-6, Fri 12-3",20,0.859004078316502
781,"Kennedy, Aron","Malden","MO",36.56,-90.01,"Fri 6-9, Thu 9-12, Mon 12-3",16,0.603415978257544
782,"Heidrich, Nicholas","Yorkville","OH",40.16,-80.72,"Wed 12-3, Tue 6-9",11,0.665499543305486
783,"Slechter, Colette","Cleveland","OH",41.52,-81.67,"Sat 9-12, Wed 9-12",30,0.610139862750657
784,"al-Elbaz, Ya'qoob","Queen Creek","AZ",NA,NA,"Thu 9-12, Mon 12-3, Sun 9-12",22,0.826923377113417
785,"Malhotra, Jenny","Nicoma Park","OK",35.4,-97.3,"Thu 3-6, Tue 9-12, Fri 3-6",14,0.951448203180917
786,"al-Niazi, Shujaa","Sacramento","CA",38.7,-121.59,"Sun 6-9, Tue 3-6",10,0.519608444184996
787,"Abenes, Alan","Earlville","PA",40.3,-75.7,"Wed 12-3, Sat 9-12, Fri 9-12",15,0.898754934198223
788,"al-Salih, Suwailim","Idaho Falls","ID",43.43,-111.93,"Sat 6-9, Sat 3-6, Mon 6-9",30,0.506925877882168
789,"Davila, Gavin","Doon","IA",43.3,-96.2,"Mon 12-3, Thu 6-9, Wed 3-6",11,0.966529723722488
790,"Edwards, Ahsha","Dayton","OH",39.84,-84.25,"Wed 12-3, Sat 6-9",18,0.949735318194143
791,"Scimeca, Eliza","North Chili","NY",43.09,-77.8,"Fri 6-9, Tue 12-3, Sun 3-6",11,0.894527655676939
792,"Miller, Jesse","Ilion","NY",42.97,-75.08,"Thu 6-9, Tue 3-6",25,0.864393047057092
793,"Harris, Kaelin","East Hardwick","VT",44.52,-72.27,"Fri 12-3, Fri 3-6, Thu 3-6",12,0.802908949786797
794,"Ironcloud, Donovan","Buffalo","MT",46.8,-109.7,"Sun 3-6, Tue 12-3",12,0.948245504871011
795,"Sandoval, Sierra","Rolla","MO",NA,NA,"Tue 6-9, Thu 12-3",15,0.88945641531609
796,"al-Mona, Noora","Sylvester","WV",38.009,-81.557,"Mon 6-9, Sun 12-3",18,0.561483836499974
797,"Garcia Sanchez, Perla","Tripoli","IA",42.8,-92.3,"Sun 9-12, Fri 3-6, Sun 3-6",10,0.653906357823871
798,"Loya, Abrum","Rogerson","ID",42.2,-114.9,"Wed 6-9, Wed 12-3",17,0.924715018016286
799,"Rodriguez, Christopher","Henning","TN",35.6,-89.7,"Tue 12-3, Wed 6-9, Thu 6-9",11,0.99949813913554
800,"Wilson, Christina","Saint Francis","KY",37.61,-85.42,"Fri 9-12, Sun 12-3, Fri 6-9",11,0.678277725353837
801,"Martinez, Malea","Racine","MN",43.78,-92.53,"Tue 12-3, Wed 3-6, Mon 6-9",10,0.899611138156615
802,"Schneider, Madeline","Miami","FL",25.75,-80.27,"Sun 3-6, Fri 12-3",12,0.642917605349794
803,"el-Tamer, Waheeba","Camp Hill","AL",32.8,-85.7,"Tue 9-12, Sun 3-6",27,0.550084725255147
804,"Brewer, Austin","Nineveh","IN",39.31,-86.11,"Wed 9-12, Thu 3-6",30,0.657399461022578
805,"Bower, Christian","Catawissa","PA",40.9,-76.4,"Mon 9-12, Mon 9-12, Thu 9-12",20,0.905864716740325
806,"Vargas-Lobato, Sarahy","Topeka","KS",39.08,-95.66,"Thu 9-12, Fri 6-9",23,0.76904868579004
807,"Sheppard, Savannah","Lehigh Valley","PA",NA,NA,"Sun 3-6, Thu 9-12",20,0.670520544284955
808,"Tannahill, Tiah","Cedar Park","TX",30.5,-97.82,"Thu 6-9, Thu 9-12, Fri 6-9",12,0.746766604250297
809,"Mcknight, Kimberly","Kurtz","IN",NA,NA,"Thu 9-12, Thu 9-12",18,0.895289956359193
810,"Goldsberry, Jonathan","Manchester","CT",NA,NA,"Sun 6-9, Wed 6-9, Thu 3-6",20,0.878262774436735
811,"Chang, Sylvia","Houston","TX",NA,NA,"Fri 9-12, Wed 3-6",24,0.62192043021787
812,"Leyba-Bush, Jamile","Grand Meadow","MN",43.7,-92.6,"Wed 3-6, Sun 3-6",10,0.775164580787532
813,"Caster, Elijah","New Hope","KY",37.58,-85.5,"Wed 12-3, Tue 12-3, Mon 12-3",15,0.936566855758429
814,"Rodriguez, Dulce","Catalina","AZ",NA,NA,"Fri 6-9, Tue 6-9, Fri 9-12",28,0.697090534260496
815,"Pickett Neal, Josiah","Kerrick","MN",46.4,-92.56,"Tue 9-12, Fri 12-3, Mon 3-6",17,0.62679530447349
816,"Salat, Julius","New York","NY",40.7,-74.02,"Wed 6-9, Fri 6-9",17,0.833878256613389
817,"Drewno, Jessica","Pleasant Lake","IN",41.6,-85,"Sun 3-6, Fri 6-9",11,0.944036629633047
818,"Pankoski, Davena","Graniteville","VT",44.15,-72.49,"Sun 12-3, Sun 12-3",18,0.632085137418471
819,"Beaton, Jordan","Verona","KY",38.81,-84.7,"Tue 3-6, Sun 12-3, Sun 9-12",13,0.628212787909433
820,"Vigil Brady, Heaven","San Antonio","TX",29.52,-98.61,"Wed 9-12, Mon 6-9",14,0.548554976237938
821,"Lopez, Dominique","Barnegat","NJ",39.8,-74.3,"Thu 6-9, Sat 9-12",24,0.956040664575994
822,"Blake, Chase","Harvard","NE",40.6,-98.1,"Sat 9-12, Mon 6-9",13,0.671937893959694
823,"Sims, Marshay","Clifford","VA",NA,NA,"Sat 6-9, Thu 12-3",26,0.795647498220205
824,"al-Hares, Mutasim","Bloomville","OH",41,-83,"Thu 12-3, Mon 12-3, Fri 9-12",17,0.859963273163885
825,"Zierolf, Kevin","Santa Monica","CA",NA,NA,"Tue 12-3, Tue 12-3, Sat 3-6",23,0.714884465211071
826,"Guerra, Michelle","Corpus Christi","TX",NA,NA,"Tue 3-6, Fri 3-6",12,0.672643298981711
827,"Carlson, Jonah","Mccurtain","OK",35.1,-95,"Sun 12-3, Sat 9-12",15,0.630576994968578
828,"Rel, Cambria","Smithland","KY",37.2,-88.4,"Sat 9-12, Fri 12-3, Sat 12-3",18,0.981528103584424
829,"Nelson, Kristopher","Wheatley","AR",35,-91.1,"Mon 9-12, Sun 12-3",13,0.572077818913385
830,"Maldonado, Miguel","Pittsburgh","PA",40.44,-80.04,"Mon 9-12, Sat 3-6",21,0.671404663124122
831,"Perkowski, Simran","Ehrenberg","AZ",33.618,-114.506,"Thu 6-9, Sun 3-6",10,0.679166926420294
832,"al-Jabbour, Azza","Pensacola","FL",30.406,-87.291,"Mon 9-12, Tue 3-6, Thu 6-9",20,0.632347336155362
833,"Johnson, Damon","Santa Rosa","CA",38.44,-122.67,"Thu 9-12, Wed 12-3, Mon 12-3",26,0.506594052072614
834,"Owens, Clarissa","Worcester","MA",NA,NA,"Fri 3-6, Wed 9-12",26,0.86253183381632
835,"Strong, Kaley","Belpre","KS",37.9,-99.1,"Tue 6-9, Tue 12-3, Tue 3-6",24,0.871456370223314
836,"Simon, Samantha","Fort Collins","CO",40.48,-105,"Thu 9-12, Tue 12-3, Sat 9-12",29,0.560950311017223
837,"Mansaray, Alonzo","Cleburne","TX",32.4,-97.3,"Tue 12-3, Thu 3-6, Sun 3-6",28,0.696790999150835
838,"Lucas, Merhawi","Urania","LA",31.87,-92.3,"Thu 6-9, Tue 6-9",17,0.649193519027904
839,"Musa, Kelly","Shreveport","LA",NA,NA,"Thu 9-12, Fri 3-6, Sat 12-3",29,0.837928807944991
840,"Le, Michael","Randolph","WI",NA,NA,"Mon 6-9, Sun 3-6, Thu 9-12",17,0.758529058657587
841,"Tran, Michelle","West Terre Haute","IN",39.5,-87.5,"Fri 6-9, Mon 3-6",26,0.727614111383446
842,"Laner, Jera","Long Valley","NJ",40.79,-74.8,"Fri 9-12, Sat 9-12, Thu 9-12",14,0.507128162309527
843,"Debramaletta, Sydney","Nuttsville","VA",NA,NA,"Thu 9-12, Thu 6-9, Tue 12-3",26,0.647195241530426
844,"Roberts, Nicolas","Philadelphia","PA",40.09,-74.99,"Wed 9-12, Fri 9-12, Wed 6-9",19,0.82133033615537
845,"el-Mousa, Jaarallah","Utica","NY",NA,NA,"Wed 6-9, Tue 6-9, Sat 9-12",22,0.999957302818075
846,"Reaves, Michael","Burbank","OH",40.9,-82,"Sun 6-9, Fri 9-12",10,0.504009205731563
847,"Rivera, Adam","Grannis","AR",34.2,-94.4,"Thu 6-9, Mon 3-6, Thu 9-12",27,0.812693083542399
848,"Chauhan, Alaric","Margate City","NJ",39.34,-74.51,"Wed 6-9, Fri 6-9",20,0.896871460252441
849,"al-Farra, Tahiyya","Bliss","NY",42.6,-78.2,"Tue 3-6, Sat 12-3",29,0.746390132466331
850,"Cameron, Kimberli","Riesel","TX",31.5,-96.9,"Sat 6-9, Mon 9-12, Sat 9-12",11,0.571624378208071
851,"Anderson, Hayden","Westover","MD",38.121,-75.707,"Sat 3-6, Mon 12-3",26,0.54563426040113
852,"Sitton, Leah","Everett","WA",47.94,-122.23,"Thu 3-6, Sat 9-12",10,0.918230364797637
853,"Romero, Myriah","Bridgeport","NY",43.16,-75.96,"Sun 3-6, Tue 6-9",20,0.676089239073917
854,"Campbell, Aspen","Moscow","IA",41.58,-91.1,"Sat 12-3, Thu 9-12, Tue 12-3",12,0.810091026360169
855,"Sato, Richard","Washington","DC",38.904,-77.032,"Wed 3-6, Wed 12-3, Thu 6-9",18,0.786821941379458
856,"Silva-Castillo, Jose","Atlanta","GA",33.86,-84.35,"Fri 12-3, Sat 6-9, Tue 9-12",15,0.573790987022221
857,"Tamburelli, Anthony","Covert","MI",42.29,-86.27,"Sun 9-12, Wed 6-9, Thu 3-6",24,0.866885237395763
858,"Allen, Aaliyah","Austin","TX",30.45,-97.76,"Sun 6-9, Fri 3-6, Tue 6-9",10,0.659482945804484
859,"Khuu, Nkaujiaong","Los Angeles","CA",34.044,-118.252,"Sat 6-9, Fri 12-3, Tue 12-3",16,0.797682466334663
860,"Turner, Yehosua","Hackett","AR",35.1,-94.4,"Thu 9-12, Wed 3-6, Sat 6-9",27,0.839146402198821
861,"Bennett, Kierra","Lost Nation","IA",41.9,-90.8,"Sat 9-12, Sat 9-12, Mon 12-3",25,0.50842921633739
862,"Choi, Colin","Bisbee","ND",48.6,-99.4,"Tue 6-9, Sun 12-3",23,0.558322467142716
863,"Roberts, Aliya","Oakland","NE",41.8,-96.5,"Thu 6-9, Tue 9-12",25,0.666274070739746
864,"Johnson, Taylor","Lacey Spring","VA",NA,NA,"Sun 6-9, Wed 3-6",16,0.576326797017828
865,"Lau, Lorraine","Hargill","TX",26.443,-98.013,"Tue 3-6, Fri 6-9, Thu 3-6",26,0.994410392595455
866,"el-Qazi, Ma,Roof","Potter Valley","CA",39.4,-123,"Sat 12-3, Thu 6-9",15,0.520449393428862
867,"Hands, Christopher","Jamaica","NY",40.702,-73.795,"Sat 9-12, Mon 6-9, Fri 9-12",15,0.685051289736293
868,"Lee, Colette","Callensburg","PA",41.126,-79.556,"Sun 6-9, Mon 9-12",16,0.513618717784993
869,"Conley, Brian","White Cloud","KS",40,-95.3,"Wed 3-6, Fri 3-6, Fri 9-12",26,0.632668309030123
870,"Conner, Tion","Grant","CO",39.5,-105.67,"Fri 12-3, Mon 9-12",28,0.554134970763698
871,"Trujillo, Damon","Parkers Prairie","MN",46.2,-95.3,"Thu 12-3, Thu 9-12, Sun 12-3",15,0.777733804774471
872,"Aranda, Brett","Brooklyn","PA",NA,NA,"Thu 6-9, Tue 9-12",17,0.816828597569838
873,"Dinsmore, Brianna","Memphis","TN",NA,NA,"Thu 3-6, Thu 3-6, Wed 6-9",11,0.680456157308072
874,"Moffitt, Brittany","Asheville","NC",35.59,-82.56,"Sun 12-3, Wed 9-12, Sun 3-6",13,0.882999972905964
875,"al-Beshara, Jumaima","Conda","ID",NA,NA,"Sun 6-9, Mon 12-3, Thu 3-6",14,0.884189712931402
876,"al-Hosseini, Neeshaan","Raisin City","CA",36.6,-119.9,"Sat 6-9, Tue 12-3",30,0.695108647574671
877,"Lindsay, Springwind","Notasulga","AL",32.5,-85.7,"Mon 12-3, Tue 6-9",16,0.800423477892764
878,"Le, Brindan","Buckingham","VA",37.6,-78.7,"Thu 3-6, Sat 3-6",13,0.555852611316368
879,"Reichert, Nicholas","Memphis","TN",NA,NA,"Tue 9-12, Tue 12-3",10,0.653148300130852
880,"Choi, Samantha","Murphy","ID",43,-116.6,"Sun 3-6, Thu 9-12",18,0.819104017806239
881,"Tucker, Catherine","West Point","NY",NA,NA,"Mon 9-12, Fri 3-6, Mon 6-9",15,0.542451024753973
882,"Huynh, Emilia","Mena","AR",34.6,-94.2,"Tue 6-9, Thu 6-9",19,0.966566880466416
883,"Herron, Aquasia","Offutt A F B","NE",41.12,-95.91,"Fri 6-9, Thu 12-3, Wed 9-12",30,0.645649048499763
884,"Keeler, Terrance","Jackson","OH",39,-82.6,"Mon 3-6, Fri 3-6, Thu 12-3",15,0.729093698668294
885,"Metoyer, Kendell","Solon","IA",41.8,-91.5,"Sat 6-9, Tue 3-6",24,0.966817867243662
886,"Sullivan, Ashley","Jackson","SC",33.3,-81.7,"Thu 3-6, Mon 9-12, Fri 12-3",28,0.905927345622331
887,"Bridgeman, Michael","Brownsville","MN",43.6,-91.3,"Sun 12-3, Fri 12-3, Wed 12-3",23,0.950680761598051
888,"Melott, Jocelyn","Ringsted","IA",43.3,-94.6,"Thu 9-12, Sat 12-3",17,0.663251470890827
889,"el-Mussa, Haifaaa","Brewster","NY",41.42,-73.6,"Mon 3-6, Wed 3-6",20,0.672565606422722
890,"Brito, Mikayla","Juneau","AK",NA,NA,"Fri 3-6, Thu 6-9",22,0.590415000217035
891,"Benally, Samuel","Cincinnati","OH",39.19,-84.45,"Tue 9-12, Wed 3-6",12,0.61285265267361
892,"Oetken, Deirdra","Warrensburg","IL",39.94,-89.08,"Wed 6-9, Sat 6-9, Tue 12-3",26,0.745219962322153
893,"Lucero, Steven","Winnemucca","NV",41,-118,"Sun 12-3, Thu 12-3",18,0.790965672698803
894,"Smith, Stephen","La Crosse","WI",NA,NA,"Thu 12-3, Mon 6-9",23,0.712510647834279
895,"Guill, Jesse","Miami","FL",25.6,-80.4,"Wed 6-9, Fri 9-12, Mon 12-3",26,0.712977656861767
896,"Koehn, Carly","Hadley","MA",42.36,-72.59,"Wed 6-9, Sun 3-6, Wed 3-6",19,0.57935770554468
897,"Chavez, Audrey","Fort Riley","KS",39.09,-96.79,"Sat 6-9, Sat 12-3",15,0.512421514606103
898,"Ramos, Melissa","Gaithersburg","MD",39.14,-77.18,"Wed 12-3, Tue 9-12",26,0.947046077460982
899,"Bindejo, Kenny","Fort Smith","AR",NA,NA,"Fri 6-9, Thu 9-12",13,0.548861429444514
900,"Tovar, Lizet","Alba","PA",NA,NA,"Tue 9-12, Sun 6-9, Thu 12-3",23,0.914928982732818
901,"al-Qasim, Wajdiyya","Tranquility","NJ",NA,NA,"Sun 6-9, Tue 12-3, Tue 3-6",23,0.906535622081719
902,"Ton, Stephen","East Pharsalia","NY",NA,NA,"Sun 3-6, Sun 3-6, Thu 9-12",21,0.772733148536645
903,"el-Ghazi, Aaish","Cedars","PA",NA,NA,"Mon 12-3, Wed 9-12, Sun 12-3",16,0.786650507710874
904,"Konold, Caleb","Mission Hills","CA",NA,NA,"Fri 3-6, Fri 9-12",16,0.717822992242873
