"volunteer_id","name","major_city","state","skills","availability"
784,"Chhay, Pravan","Buena Park","CA","Walking and exercise assistance","Mon 9-12, Tue 14-17, Mon 9-12"
785,"Juvera, Juan","Beldenville","WI","Fall prevention assistance, Home safety assessments, Meal preparation and cooking, Gardening and yard work","Tue 14-17, Mon 9-12"
786,"Wilson, Meelan","Huxford","AL","Medication reminders (non-medical), Assistive technology training, Transportation (driving, accompanying), Home accessibility modifications, Assistive technology training, Senior center activities organization","Tue 14-17, Tue 14-17, Tue 14-17"
787,"Skof, Shelby","Owensville","IN","Housekeeping and cleaning, Assistive technology training, Running errands (post office, pharmacy), Home safety assessments, Walking and exercise assistance, Respite care (for family caregivers)","Mon 9-12, Mon 9-12, Mon 9-12"
788,"Perez, Steven","Auke Bay","AK","Financial management assistance (budgeting), Medication reminders (non-medical)","Tue 14-17, Mon 9-12, Tue 14-17"
789,"Hernandez, Anthony","Alton","VA","Home accessibility modifications, Assistive technology training, Companionship (social outings, visits), Respite care (for family caregivers), Financial management assistance (budgeting), Tech support (computers, phones, tablets), Assistive technology training, Home accessibility modifications","Mon 9-12, Tue 14-17"
790,"Luedecke, Nicholas","Clay Center","OH","Grocery shopping assistance, Pet care (walking, feeding), Walking and exercise assistance","Tue 14-17, Tue 14-17"
791,"Ortiz, Alejandro","Alamosa","CO","Arts and crafts instruction, Respite care (for family caregivers)","Mon 9-12, Mon 9-12, Tue 14-17"
792,"Sayasane, Brylle","Phoenix","AZ","Pet care (walking, feeding), Arts and crafts instruction, Medication reminders (non-medical), Pet care (walking, feeding), Walking and exercise assistance","Tue 14-17, Mon 9-12, Tue 14-17"
793,"el-Taheri, Tamanna","Granville Summit","PA","Social event planning, Playing games (cards, board games), Legal assistance referrals, Housekeeping and cleaning, Legal assistance referrals, Mental wellness support (non-clinical)","Tue 14-17, Mon 9-12"
794,"Tucson, Richard","Philadelphia","PA","Travel companionship, Personal care assistance (dressing, bathing)","Tue 14-17, Tue 14-17"
795,"al-Fahs, Aaisha","Duck","WV","Housekeeping and cleaning, Fall prevention assistance, Gardening and yard work, Gardening and yard work, Mental wellness support (non-clinical)","Tue 14-17, Tue 14-17, Mon 9-12"
796,"Iiams, Emily","Cedar Falls","IA","Arts and crafts instruction, Respite care (for family caregivers), Social event planning, Playing games (cards, board games), Minor home repairs (plumbing, electrical), Music and entertainment (playing instruments, singing), Financial management assistance (budgeting)","Tue 14-17, Mon 9-12"
797,"al-Dib, Ramziyya","Campaign","TN","Home accessibility modifications, Reading aloud (books, newspapers), Legal assistance referrals, Volunteer coordination, Music and entertainment (playing instruments, singing), Legal assistance referrals, Companionship (social outings, visits)","Tue 14-17, Mon 9-12"
798,"Garcia, David","Pinehurst","TX","Companionship (social outings, visits), Walking and exercise assistance","Mon 9-12, Tue 14-17"
799,"Etchey, Dante","Webb City","MO","Meal preparation and cooking, Mental wellness support (non-clinical)","Mon 9-12, Mon 9-12, Mon 9-12"
800,"Harmon, Sunshine","Saint Louis","MO","Tech support (computers, phones, tablets), Transportation (driving, accompanying), Meal preparation and cooking, Home safety assessments, Housekeeping and cleaning, Assistive technology training","Tue 14-17, Mon 9-12, Mon 9-12"
801,"Dinsmore, Latrice","Marietta","GA","Social event planning, Assistive technology training, Companionship (social outings, visits), Companionship (social outings, visits), Home accessibility modifications, Fall prevention assistance, Housekeeping and cleaning, Personal care assistance (dressing, bathing)","Mon 9-12, Mon 9-12"
802,"Coffman, Amy","Bethesda","MD","Grocery shopping assistance, Mental wellness support (non-clinical), Fall prevention assistance, Tech support (computers, phones, tablets), Meal preparation and cooking, Transportation (driving, accompanying), Legal assistance referrals","Tue 14-17, Tue 14-17"
803,"Avila, Angelina","Manter","KS","Assistive technology training","Tue 14-17, Mon 9-12, Mon 9-12"
804,"Smith, Joshua","South Carrollton","KY","Playing games (cards, board games), Playing games (cards, board games), Walking and exercise assistance, Gardening and yard work","Mon 9-12, Mon 9-12, Mon 9-12"
805,"el-Semaan, Farhaan","Washington","DC","Minor home repairs (plumbing, electrical), Assistive technology training, Walking and exercise assistance, Personal care assistance (dressing, bathing), Gardening and yard work, Arts and crafts instruction, Reading aloud (books, newspapers), Playing games (cards, board games)","Tue 14-17, Tue 14-17"
806,"al-Abid, Qaasim","Deering","MO","Minor home repairs (plumbing, electrical), Grocery shopping assistance, Arts and crafts instruction, Legal assistance referrals, Meal preparation and cooking, Fall prevention assistance, Travel companionship","Tue 14-17, Tue 14-17"
807,"Baak, Chakara","Paxton","FL","Legal assistance referrals, Home accessibility modifications, Medication reminders (non-medical)","Tue 14-17, Tue 14-17"
808,"al-Mahdavi, Dhareef","New Hampton","NH","Mental wellness support (non-clinical), Music and entertainment (playing instruments, singing), Minor home repairs (plumbing, electrical), Legal assistance referrals, Assistive technology training","Tue 14-17, Tue 14-17, Mon 9-12"
809,"Kinsey, Rudy","Aberdeen","MD","Gardening and yard work, Running errands (post office, pharmacy), Grocery shopping assistance, Educational program development, Travel companionship","Tue 14-17, Mon 9-12"
810,"el-Azad, Mufeeda","Sutton","MA","Housekeeping and cleaning, Home safety assessments, Home safety assessments, Pet care (walking, feeding), Home safety assessments, Travel companionship, Transportation (driving, accompanying), Companionship (social outings, visits)","Mon 9-12, Mon 9-12"
811,"Williams, Christopher","Boston","MA","Grocery shopping assistance","Mon 9-12, Tue 14-17"
812,"Sandell, Rachel","Wytheville","VA","Tech support (computers, phones, tablets), Personal care assistance (dressing, bathing), Arts and crafts instruction, Transportation (driving, accompanying), Transportation (driving, accompanying)","Tue 14-17, Tue 14-17, Mon 9-12"
813,"Zoon, Jenna","Warren","OH","Senior center activities organization, Home safety assessments, Home safety assessments, Fall prevention assistance","Tue 14-17, Mon 9-12"
814,"Park, Job","Mount Clemens","MI","Legal assistance referrals, Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17, Tue 14-17"
815,"Hardin, Jasmine","Aurora","IL","Legal assistance referrals, Mental wellness support (non-clinical), Respite care (for family caregivers), Minor home repairs (plumbing, electrical), Reading aloud (books, newspapers), Pet care (walking, feeding), Pet care (walking, feeding)","Tue 14-17, Tue 14-17"
816,"Reinking, Eun","Serafina","NM","Grocery shopping assistance, Gardening and yard work, Tech support (computers, phones, tablets), Home accessibility modifications, Legal assistance referrals","Mon 9-12, Tue 14-17"
817,"Bieser, Kyle","Indian","AK","Medication reminders (non-medical), Pet care (walking, feeding), Arts and crafts instruction, Home accessibility modifications, Tech support (computers, phones, tablets), Personal care assistance (dressing, bathing)","Tue 14-17, Mon 9-12, Mon 9-12"
818,"Hough, Madison","Franklinville","NY","Gardening and yard work, Tech support (computers, phones, tablets), Home safety assessments","Mon 9-12, Mon 9-12"
819,"Xiong, Yuvorn","Albany","OR","Financial management assistance (budgeting), Social event planning, Fall prevention assistance, Grocery shopping assistance, Personal care assistance (dressing, bathing), Senior center activities organization","Tue 14-17, Tue 14-17"
820,"al-Rayes, Haitham","Crenshaw","MS","Companionship (social outings, visits), Home safety assessments","Tue 14-17, Mon 9-12, Mon 9-12"
821,"Chumley, Megan","Afton","WI","Legal assistance referrals, Reading aloud (books, newspapers), Educational program development, Transportation (driving, accompanying), Minor home repairs (plumbing, electrical), Medication reminders (non-medical), Pet care (walking, feeding)","Tue 14-17, Tue 14-17"
822,"al-Parsa, Shuraih","Blandon","PA","Grocery shopping assistance","Mon 9-12, Mon 9-12"
823,"Kim, Chloe","New Haven","CT","Grocery shopping assistance, Medication reminders (non-medical)","Tue 14-17, Mon 9-12"
824,"Adames, Jazmin","Franklinville","NJ","Tech support (computers, phones, tablets), Pet care (walking, feeding), Mental wellness support (non-clinical), Playing games (cards, board games), Arts and crafts instruction","Mon 9-12, Tue 14-17"
825,"Williams, Jade","Rupert","VT","Pet care (walking, feeding), Companionship (social outings, visits), Housekeeping and cleaning, Travel companionship","Mon 9-12, Mon 9-12"
826,"Arteaga, Fabiola","Seattle","WA","Home accessibility modifications, Volunteer coordination, Gardening and yard work, Travel companionship, Reading aloud (books, newspapers), Music and entertainment (playing instruments, singing), Travel companionship, Social event planning","Tue 14-17, Mon 9-12"
827,"Sainz, Clarissa","Craig","AK","Minor home repairs (plumbing, electrical), Senior center activities organization, Home accessibility modifications","Tue 14-17, Mon 9-12, Mon 9-12"
828,"al-Hamid, Dhareef","Central City","NE","Transportation (driving, accompanying), Mental wellness support (non-clinical), Tech support (computers, phones, tablets), Volunteer coordination","Mon 9-12, Tue 14-17, Tue 14-17"
829,"Korte, Kolene","Locust Valley","NY","Respite care (for family caregivers), Legal assistance referrals, Volunteer coordination, Meal preparation and cooking, Music and entertainment (playing instruments, singing), Travel companionship, Volunteer coordination, Playing games (cards, board games)","Mon 9-12, Mon 9-12, Tue 14-17"
830,"Vang, Phong","Fostoria","MI","Social event planning, Social event planning, Meal preparation and cooking","Mon 9-12, Tue 14-17"
831,"Casillas, Elyus","Austin","TX","Respite care (for family caregivers), Running errands (post office, pharmacy), Travel companionship, Walking and exercise assistance, Fall prevention assistance, Volunteer coordination, Respite care (for family caregivers), Housekeeping and cleaning","Mon 9-12, Tue 14-17, Mon 9-12"
832,"Bunch, Elizabeth","Malaga","NM","Walking and exercise assistance, Assistive technology training","Tue 14-17, Tue 14-17"
833,"Montgomery, Jordyn","Vancouver","WA","Running errands (post office, pharmacy), Assistive technology training, Legal assistance referrals, Fall prevention assistance, Financial management assistance (budgeting), Tech support (computers, phones, tablets), Social event planning, Home safety assessments","Mon 9-12, Mon 9-12, Mon 9-12"
834,"Butcher, Dakota","Rutledge","MO","Arts and crafts instruction, Music and entertainment (playing instruments, singing)","Tue 14-17, Tue 14-17"
835,"Benally, Shelby","La Jara","CO","Mental wellness support (non-clinical)","Tue 14-17, Tue 14-17"
836,"Parlin-Three Sti, Damion","Lake George","MN","Walking and exercise assistance, Home safety assessments, Arts and crafts instruction, Fall prevention assistance","Tue 14-17, Mon 9-12"
837,"Lao, Alan","Wood Ridge","NJ","Housekeeping and cleaning, Medication reminders (non-medical), Financial management assistance (budgeting), Social event planning, Playing games (cards, board games)","Mon 9-12, Mon 9-12"
838,"Lalria, Gavin","Garden City","LA","Grocery shopping assistance, Housekeeping and cleaning, Running errands (post office, pharmacy), Personal care assistance (dressing, bathing), Personal care assistance (dressing, bathing), Minor home repairs (plumbing, electrical)","Mon 9-12, Tue 14-17, Mon 9-12"
839,"Walker, Mariya","Grimstead","VA","Meal preparation and cooking, Senior center activities organization, Companionship (social outings, visits), Playing games (cards, board games), Home safety assessments, Senior center activities organization, Mental wellness support (non-clinical)","Mon 9-12, Tue 14-17"
840,"Martino, Elizabeth","Chagrin Falls","OH","Medication reminders (non-medical), Running errands (post office, pharmacy), Senior center activities organization, Personal care assistance (dressing, bathing), Running errands (post office, pharmacy)","Tue 14-17, Mon 9-12, Mon 9-12"
841,"Pangallo, Justin","Crown King","AZ","Walking and exercise assistance, Respite care (for family caregivers), Respite care (for family caregivers), Meal preparation and cooking, Volunteer coordination, Fall prevention assistance, Assistive technology training, Medication reminders (non-medical)","Tue 14-17, Mon 9-12"
842,"Gerleman, Naomi","Jacksonville","FL","Companionship (social outings, visits), Assistive technology training, Financial management assistance (budgeting), Meal preparation and cooking, Tech support (computers, phones, tablets)","Tue 14-17, Mon 9-12"
843,"Gustafson, Tracy","East Middlebury","VT","Social event planning, Volunteer coordination, Legal assistance referrals, Fall prevention assistance, Tech support (computers, phones, tablets), Companionship (social outings, visits), Legal assistance referrals","Tue 14-17, Mon 9-12"
844,"Atkins, Kai","Lowry","VA","Transportation (driving, accompanying), Financial management assistance (budgeting)","Mon 9-12, Tue 14-17"
845,"Mcpeek, Benjamin","Victoria","VA","Travel companionship, Gardening and yard work, Arts and crafts instruction, Pet care (walking, feeding)","Mon 9-12, Tue 14-17, Tue 14-17"
846,"Robinson, Jameca","Rio","IL","Respite care (for family caregivers), Transportation (driving, accompanying), Volunteer coordination, Social event planning, Medication reminders (non-medical), Grocery shopping assistance","Mon 9-12, Mon 9-12, Mon 9-12"
847,"Gonzalez, Brittany","Paulina","OR","Legal assistance referrals, Transportation (driving, accompanying), Personal care assistance (dressing, bathing), Grocery shopping assistance, Arts and crafts instruction","Tue 14-17, Tue 14-17, Tue 14-17"
848,"Johnson, Taylor","Leopolis","WI","Fall prevention assistance, Companionship (social outings, visits), Grocery shopping assistance","Mon 9-12, Mon 9-12"
849,"Villa, Eduardo","Sharps","VA","Gardening and yard work","Mon 9-12, Tue 14-17"
850,"Johnson, Alyssa","Dowell","IL","Social event planning, Music and entertainment (playing instruments, singing), Volunteer coordination","Mon 9-12, Mon 9-12"
851,"Larson, Gia","Frontier","WY","Tech support (computers, phones, tablets), Mental wellness support (non-clinical), Transportation (driving, accompanying)","Mon 9-12, Tue 14-17, Tue 14-17"
852,"Rios, Mariah","Townsend","DE","Respite care (for family caregivers), Tech support (computers, phones, tablets), Minor home repairs (plumbing, electrical), Housekeeping and cleaning, Minor home repairs (plumbing, electrical), Assistive technology training, Travel companionship, Tech support (computers, phones, tablets)","Mon 9-12, Mon 9-12"
853,"el-Sala, Daleel","Valley Ford","CA","Volunteer coordination","Tue 14-17, Mon 9-12"
854,"Ram, Nisha","Ovalo","TX","Housekeeping and cleaning, Social event planning, Pet care (walking, feeding), Running errands (post office, pharmacy), Medication reminders (non-medical), Meal preparation and cooking, Gardening and yard work, Assistive technology training","Mon 9-12, Mon 9-12"
855,"Brooks, Arian","Unionville","NY","Home accessibility modifications, Gardening and yard work, Reading aloud (books, newspapers)","Tue 14-17, Tue 14-17, Mon 9-12"
856,"el-Hashem, Muzna","Port Townsend","WA","Financial management assistance (budgeting), Senior center activities organization, Personal care assistance (dressing, bathing), Volunteer coordination, Senior center activities organization","Tue 14-17, Mon 9-12, Tue 14-17"
857,"Lean, Eric","Washington","DC","Medication reminders (non-medical), Legal assistance referrals, Playing games (cards, board games), Arts and crafts instruction, Minor home repairs (plumbing, electrical), Arts and crafts instruction","Mon 9-12, Tue 14-17"
858,"Tram, Syed","Schenectady","NY","Minor home repairs (plumbing, electrical), Financial management assistance (budgeting), Senior center activities organization, Music and entertainment (playing instruments, singing)","Mon 9-12, Tue 14-17"
859,"Garcia, Selena","Temple","PA","Legal assistance referrals, Financial management assistance (budgeting), Medication reminders (non-medical)","Tue 14-17, Tue 14-17"
860,"Christie, Justin","Prairie Du Chien","WI","Playing games (cards, board games), Educational program development, Music and entertainment (playing instruments, singing), Meal preparation and cooking, Travel companionship, Educational program development, Travel companionship, Transportation (driving, accompanying)","Mon 9-12, Mon 9-12, Mon 9-12"
861,"Woodall, Yasmine","Olympia","WA","Financial management assistance (budgeting), Respite care (for family caregivers), Running errands (post office, pharmacy), Reading aloud (books, newspapers), Home accessibility modifications, Personal care assistance (dressing, bathing), Fall prevention assistance, Personal care assistance (dressing, bathing)","Tue 14-17, Mon 9-12, Tue 14-17"
862,"Dalrymple, Sidney","Buffalo","NY","Housekeeping and cleaning, Companionship (social outings, visits), Meal preparation and cooking, Assistive technology training, Senior center activities organization","Tue 14-17, Tue 14-17"
863,"Fresquez, Alejandro","Girdletree","MD","Walking and exercise assistance","Mon 9-12, Tue 14-17, Mon 9-12"
864,"Naranjo, Robin","Tennessee Colony","TX","Running errands (post office, pharmacy), Medication reminders (non-medical)","Mon 9-12, Tue 14-17, Mon 9-12"
865,"Mattice, Silas","Pomfret","CT","Fall prevention assistance, Assistive technology training, Financial management assistance (budgeting), Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12, Tue 14-17"
866,"Kearns, Harry","Kingsville","MO","Travel companionship, Social event planning","Tue 14-17, Tue 14-17, Mon 9-12"
867,"Harrison, Quaton","Meadow Grove","NE","Assistive technology training, Financial management assistance (budgeting), Senior center activities organization, Companionship (social outings, visits), Respite care (for family caregivers)","Mon 9-12, Mon 9-12, Mon 9-12"
868,"Tran, John","Boston","MA","Gardening and yard work, Travel companionship, Grocery shopping assistance, Respite care (for family caregivers)","Mon 9-12, Tue 14-17, Tue 14-17"
869,"Lumsden, Kelly","Conner","MT","Walking and exercise assistance, Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12, Mon 9-12"
870,"al-Ahmed, Fawzi","Brooklet","GA","Walking and exercise assistance","Tue 14-17, Tue 14-17"
871,"Abeyta, Devin","Montgomery","MN","Playing games (cards, board games), Educational program development, Pet care (walking, feeding), Financial management assistance (budgeting), Arts and crafts instruction, Reading aloud (books, newspapers)","Mon 9-12, Mon 9-12, Tue 14-17"
872,"Anderson, Jacob","Burbank","CA","Walking and exercise assistance, Legal assistance referrals, Grocery shopping assistance, Home safety assessments, Running errands (post office, pharmacy), Senior center activities organization","Mon 9-12, Tue 14-17, Mon 9-12"
873,"Kim, Jeffrey","Centertown","MO","Respite care (for family caregivers), Fall prevention assistance, Assistive technology training, Meal preparation and cooking, Minor home repairs (plumbing, electrical)","Tue 14-17, Tue 14-17"
874,"Sunada, Jimmy","Decatur","GA","Walking and exercise assistance, Meal preparation and cooking, Walking and exercise assistance, Tech support (computers, phones, tablets), Volunteer coordination, Tech support (computers, phones, tablets), Assistive technology training, Home accessibility modifications","Tue 14-17, Tue 14-17"
875,"Hancock, Carly","Robinsonville","MS","Social event planning, Fall prevention assistance, Respite care (for family caregivers), Walking and exercise assistance","Mon 9-12, Tue 14-17"
876,"Spiller, Ashia","Laurelton","PA","Mental wellness support (non-clinical), Educational program development, Personal care assistance (dressing, bathing)","Mon 9-12, Tue 14-17, Tue 14-17"
877,"el-Rasheed, Azeeza","Portageville","NY","Home accessibility modifications, Running errands (post office, pharmacy)","Mon 9-12, Mon 9-12"
878,"Nguyen, Panyia","Shepardsville","IN","Travel companionship, Walking and exercise assistance, Personal care assistance (dressing, bathing), Social event planning, Fall prevention assistance, Volunteer coordination, Mental wellness support (non-clinical)","Tue 14-17, Tue 14-17, Tue 14-17"
879,"el-Abood, Saalima","Oakland","MD","Running errands (post office, pharmacy), Mental wellness support (non-clinical), Transportation (driving, accompanying), Respite care (for family caregivers), Home safety assessments, Fall prevention assistance","Tue 14-17, Tue 14-17, Mon 9-12"
880,"al-Samaan, Shareefa","Sigel","PA","Music and entertainment (playing instruments, singing), Music and entertainment (playing instruments, singing), Home safety assessments, Financial management assistance (budgeting), Playing games (cards, board games), Volunteer coordination, Pet care (walking, feeding), Volunteer coordination","Mon 9-12, Tue 14-17, Tue 14-17"
881,"Marsh, Alexis","Dade City","FL","Gardening and yard work, Fall prevention assistance","Tue 14-17, Tue 14-17, Tue 14-17"
882,"Miller, Michell","Livermore","CA","Playing games (cards, board games), Respite care (for family caregivers), Tech support (computers, phones, tablets), Arts and crafts instruction, Legal assistance referrals, Transportation (driving, accompanying), Meal preparation and cooking, Music and entertainment (playing instruments, singing)","Tue 14-17, Tue 14-17"
883,"Quenzer, Tori","Lexington","KY","Financial management assistance (budgeting), Minor home repairs (plumbing, electrical), Assistive technology training, Arts and crafts instruction, Grocery shopping assistance, Home accessibility modifications, Reading aloud (books, newspapers), Arts and crafts instruction","Mon 9-12, Mon 9-12"
884,"Barron, Andrew","Portland","NY","Social event planning, Educational program development, Medication reminders (non-medical), Medication reminders (non-medical)","Tue 14-17, Tue 14-17"
885,"Sherer, Janee","Wilmington","DE","Social event planning, Home safety assessments, Playing games (cards, board games), Gardening and yard work","Mon 9-12, Mon 9-12, Tue 14-17"
886,"Youdon, Mahmoud","Willows","CA","Respite care (for family caregivers), Housekeeping and cleaning, Transportation (driving, accompanying), Reading aloud (books, newspapers), Assistive technology training, Social event planning, Companionship (social outings, visits)","Mon 9-12, Mon 9-12"
887,"Paaga, Kevin","Dyer","IN","Tech support (computers, phones, tablets)","Tue 14-17, Tue 14-17, Tue 14-17"
888,"el-Salim, Nu'maan","Tampa","FL","Travel companionship, Companionship (social outings, visits)","Tue 14-17, Tue 14-17"
889,"Frias, Angelica","Portland","ME","Travel companionship, Volunteer coordination, Music and entertainment (playing instruments, singing), Running errands (post office, pharmacy), Gardening and yard work, Playing games (cards, board games), Senior center activities organization","Mon 9-12, Mon 9-12, Mon 9-12"
890,"Cardoza, Ernesto","Newburg","MD","Companionship (social outings, visits)","Mon 9-12, Tue 14-17, Tue 14-17"
891,"Barrett, Aruwa","San Diego","CA","Housekeeping and cleaning, Legal assistance referrals, Travel companionship, Playing games (cards, board games)","Tue 14-17, Mon 9-12, Mon 9-12"
892,"Perez, Darian","New Virginia","IA","Meal preparation and cooking, Arts and crafts instruction, Medication reminders (non-medical), Legal assistance referrals, Financial management assistance (budgeting), Home accessibility modifications, Pet care (walking, feeding), Playing games (cards, board games)","Mon 9-12, Mon 9-12, Tue 14-17"
893,"Villalobos Nunez, Brianna","Baytown","TX","Reading aloud (books, newspapers)","Tue 14-17, Mon 9-12, Tue 14-17"
894,"Lee, Amber","Mohawk","TN","Minor home repairs (plumbing, electrical), Assistive technology training, Travel companionship","Mon 9-12, Tue 14-17, Mon 9-12"
895,"el-Abdoo, Sahar","Hydes","MD","Companionship (social outings, visits)","Tue 14-17, Mon 9-12"
896,"Payte, Michelle","Lake City","MI","Mental wellness support (non-clinical), Volunteer coordination, Educational program development, Social event planning, Running errands (post office, pharmacy)","Mon 9-12, Mon 9-12"
897,"Davis, Peter","Holliday","MO","Travel companionship","Tue 14-17, Mon 9-12, Tue 14-17"
898,"Rubey, Lakota","Gentryville","IN","Meal preparation and cooking, Tech support (computers, phones, tablets), Gardening and yard work, Medication reminders (non-medical), Reading aloud (books, newspapers), Respite care (for family caregivers), Playing games (cards, board games), Travel companionship","Mon 9-12, Mon 9-12"
899,"Younger, Raven","Bay Saint Louis","MS","Running errands (post office, pharmacy), Legal assistance referrals, Reading aloud (books, newspapers), Gardening and yard work, Arts and crafts instruction, Walking and exercise assistance, Medication reminders (non-medical), Walking and exercise assistance","Tue 14-17, Tue 14-17"
900,"Alexander, Minhkhoi","Pittsburgh","PA","Educational program development, Running errands (post office, pharmacy), Legal assistance referrals, Assistive technology training, Arts and crafts instruction","Tue 14-17, Mon 9-12"
901,"Sugar, Valencia","Hyattsville","MD","Tech support (computers, phones, tablets), Home safety assessments","Mon 9-12, Mon 9-12"
902,"Hill, Chloe","Butler","PA","Respite care (for family caregivers), Assistive technology training","Tue 14-17, Mon 9-12"
903,"Zarlengo, Amanda","Hammond","IN","Volunteer coordination","Tue 14-17, Mon 9-12"
904,"Yang, Richard","Middle Village","NY","Tech support (computers, phones, tablets), Running errands (post office, pharmacy), Home safety assessments, Social event planning, Mental wellness support (non-clinical)","Mon 9-12, Tue 14-17"
905,"Bencomo, Dahlia","Corinna","ME","Music and entertainment (playing instruments, singing), Assistive technology training, Social event planning, Assistive technology training, Pet care (walking, feeding), Personal care assistance (dressing, bathing), Companionship (social outings, visits), Financial management assistance (budgeting)","Tue 14-17, Mon 9-12, Mon 9-12"
906,"Brown, Gabriella","Martin","OH","Companionship (social outings, visits), Gardening and yard work, Senior center activities organization, Playing games (cards, board games), Gardening and yard work, Companionship (social outings, visits)","Mon 9-12, Mon 9-12, Tue 14-17"
907,"Ferguson, Willow","Absarokee","MT","Personal care assistance (dressing, bathing), Assistive technology training, Companionship (social outings, visits), Volunteer coordination, Home accessibility modifications, Assistive technology training, Fall prevention assistance, Mental wellness support (non-clinical)","Mon 9-12, Tue 14-17, Tue 14-17"
908,"Perez, Joshua","Zeeland","ND","Senior center activities organization, Legal assistance referrals, Educational program development","Tue 14-17, Tue 14-17"
909,"Vigil, Jasmine","Jansen","NE","Assistive technology training, Running errands (post office, pharmacy), Pet care (walking, feeding), Companionship (social outings, visits)","Tue 14-17, Tue 14-17"
910,"Scott, Jaquaya","Vandervoort","AR","Financial management assistance (budgeting), Educational program development, Meal preparation and cooking, Gardening and yard work, Volunteer coordination, Social event planning, Travel companionship","Tue 14-17, Tue 14-17"
911,"Davis, Dakota","Moorefield","WV","Home accessibility modifications, Social event planning","Mon 9-12, Mon 9-12, Tue 14-17"
912,"Osazuwa, Willie","Corydon","IA","Transportation (driving, accompanying), Medication reminders (non-medical), Social event planning","Tue 14-17, Tue 14-17, Tue 14-17"
913,"el-Hammad, Shafee'a","San Jose","CA","Medication reminders (non-medical), Travel companionship, Grocery shopping assistance, Meal preparation and cooking, Meal preparation and cooking, Pet care (walking, feeding)","Mon 9-12, Mon 9-12, Tue 14-17"
914,"Alberti, Kelia","Mitchell","SD","Tech support (computers, phones, tablets), Educational program development, Reading aloud (books, newspapers)","Mon 9-12, Mon 9-12, Tue 14-17"
915,"Barrett, Brogan","South Freeport","ME","Financial management assistance (budgeting), Walking and exercise assistance, Personal care assistance (dressing, bathing)","Tue 14-17, Tue 14-17"
916,"Tarango Sandoval, Johnny","Berkeley","IL","Personal care assistance (dressing, bathing), Financial management assistance (budgeting), Personal care assistance (dressing, bathing), Music and entertainment (playing instruments, singing), Housekeeping and cleaning","Mon 9-12, Tue 14-17, Mon 9-12"
917,"Tafoya, Aerika","Gardner","LA","Minor home repairs (plumbing, electrical), Home safety assessments, Travel companionship, Pet care (walking, feeding)","Mon 9-12, Tue 14-17, Mon 9-12"
918,"Johnson, Megan","Willard","OH","Mental wellness support (non-clinical), Running errands (post office, pharmacy), Home safety assessments, Companionship (social outings, visits), Running errands (post office, pharmacy), Home safety assessments, Senior center activities organization, Mental wellness support (non-clinical)","Tue 14-17, Mon 9-12, Mon 9-12"
919,"Du, Robert","Boca Raton","FL","Walking and exercise assistance, Respite care (for family caregivers), Grocery shopping assistance, Financial management assistance (budgeting), Legal assistance referrals, Reading aloud (books, newspapers), Grocery shopping assistance, Arts and crafts instruction","Mon 9-12, Tue 14-17, Tue 14-17"
920,"Torres, Pascal","Stockton","CA","Arts and crafts instruction, Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17, Mon 9-12"
921,"Kunugi, Naima","North Fork","CA","Volunteer coordination, Financial management assistance (budgeting), Arts and crafts instruction, Personal care assistance (dressing, bathing), Legal assistance referrals, Pet care (walking, feeding), Walking and exercise assistance, Gardening and yard work","Tue 14-17, Tue 14-17"
922,"Torrez, Ivan","Groton","NY","Housekeeping and cleaning, Senior center activities organization, Housekeeping and cleaning, Minor home repairs (plumbing, electrical)","Tue 14-17, Tue 14-17, Mon 9-12"
923,"Gabehart, Emily","Metairie","LA","Social event planning, Running errands (post office, pharmacy), Travel companionship","Mon 9-12, Mon 9-12"
924,"Stukes, Tobias","Columbus","GA","Companionship (social outings, visits), Mental wellness support (non-clinical), Travel companionship, Transportation (driving, accompanying), Arts and crafts instruction, Medication reminders (non-medical), Grocery shopping assistance","Mon 9-12, Tue 14-17"
925,"Nolasco, Seth","Sellersburg","IN","Running errands (post office, pharmacy), Minor home repairs (plumbing, electrical), Companionship (social outings, visits), Tech support (computers, phones, tablets)","Tue 14-17, Tue 14-17"
926,"el-Mansoor, Aasima","Pilot Grove","MO","Arts and crafts instruction, Tech support (computers, phones, tablets), Running errands (post office, pharmacy), Volunteer coordination, Running errands (post office, pharmacy), Running errands (post office, pharmacy), Educational program development, Reading aloud (books, newspapers)","Tue 14-17, Tue 14-17, Mon 9-12"
927,"Lemley, Hannah","Rosemead","CA","Tech support (computers, phones, tablets), Personal care assistance (dressing, bathing), Transportation (driving, accompanying), Assistive technology training, Senior center activities organization","Mon 9-12, Tue 14-17, Tue 14-17"
928,"Clark, Dallen","Dover","NH","Assistive technology training, Respite care (for family caregivers), Housekeeping and cleaning, Playing games (cards, board games), Meal preparation and cooking","Mon 9-12, Mon 9-12"
929,"Castor, Erin","Nelson","MN","Legal assistance referrals, Arts and crafts instruction, Housekeeping and cleaning","Mon 9-12, Tue 14-17"
930,"Zavala Andrade, Mariana","Hillside","CO","Meal preparation and cooking, Pet care (walking, feeding), Walking and exercise assistance, Legal assistance referrals, Respite care (for family caregivers)","Tue 14-17, Tue 14-17, Tue 14-17"
